text,entity_id,pretty_name,cui,type_ids,types,source_value,detected_name,acc,context_similarity,ontologies,names
"patient imaging metadata., foreign key to the patient.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_patient
"patient imaging metadata., foreign key to the patient.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.82751002994163,0.82751002994163,['SNOMED-CT'],imaging_studies_patient
"patient imaging metadata., foreign key to the patient.",2,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_patient
"patient imaging metadata., foreign key to the encounter where the imaging study was conducted.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_encounter
"patient imaging metadata., foreign key to the encounter where the imaging study was conducted.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_encounter
"patient imaging metadata., foreign key to the encounter where the imaging study was conducted.",2,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_encounter
"patient imaging metadata., foreign key to the encounter where the imaging study was conducted.",3,Study,224699009,['75168589'],['environment'],study,study,1.0,1.0,['SNOMED-CT'],imaging_studies_encounter
"patient imaging metadata., a snomed body structures code describing what part of the body the images in the series were taken of.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_body site code
"patient imaging metadata., a snomed body structures code describing what part of the body the images in the series were taken of.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_body site code
"patient imaging metadata., a snomed body structures code describing what part of the body the images in the series were taken of.",3,Body structure,123037004,['37552161'],['body structure'],body structures,body~structure,1.0,1.0,['SNOMED-CT'],imaging_studies_body site code
"patient imaging metadata., a snomed body structures code describing what part of the body the images in the series were taken of.",4,In (attribute),18720000,['43039974'],['attribute'],part of,part~of,1.0,1.0,['SNOMED-CT'],imaging_studies_body site code
"patient imaging metadata., a snomed body structures code describing what part of the body the images in the series were taken of.",5,Whole body,261188006,['7882689'],['qualifier value'],body,body,0.6269644076480183,0.6269644076480183,['SNOMED-CT'],imaging_studies_body site code
"patient imaging metadata., a snomed body structures code describing what part of the body the images in the series were taken of.",6,Image,900000000000520007,['40357424'],['foundation metadata concept'],images,image,0.6368185871460483,0.6368185871460483,['SNOMED-CT'],imaging_studies_body site code
"patient imaging metadata., a snomed body structures code describing what part of the body the images in the series were taken of.",7,Series,13039001,['7882689'],['qualifier value'],series,series,1.0,1.0,['SNOMED-CT'],imaging_studies_body site code
"patient imaging metadata., description of the body site.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_body site description
"patient imaging metadata., description of the body site.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_body site description
"patient imaging metadata., description of the body site.",3,Associated topography,116677004,['43039974'],['attribute'],body site,body~site,1.0,1.0,['SNOMED-CT'],imaging_studies_body site description
"patient imaging metadata., a dicom-dcm code describing the method used to take the images.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_modality code
"patient imaging metadata., a dicom-dcm code describing the method used to take the images.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_modality code
"patient imaging metadata., a dicom-dcm code describing the method used to take the images.",2,Method,260686004,['43039974'],['attribute'],method,method,1.0,1.0,['SNOMED-CT'],imaging_studies_modality code
"patient imaging metadata., a dicom-dcm code describing the method used to take the images.",4,Image,900000000000520007,['40357424'],['foundation metadata concept'],images,image,0.5412130065871621,0.5412130065871621,['SNOMED-CT'],imaging_studies_modality code
"patient imaging metadata., description of the modality.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_modality description
"patient imaging metadata., description of the modality.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_modality description
"patient imaging metadata., a dicom-sop code describing the subject-object pair (sop) that constitutes the image.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_sop code
"patient imaging metadata., a dicom-sop code describing the subject-object pair (sop) that constitutes the image.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.99,0.99,['SNOMED-CT'],imaging_studies_sop code
"patient imaging metadata., a dicom-sop code describing the subject-object pair (sop) that constitutes the image.",2,Object,272734009,['43039974'],['attribute'],object,object,0.99,0.99,['SNOMED-CT'],imaging_studies_sop code
"patient imaging metadata., a dicom-sop code describing the subject-object pair (sop) that constitutes the image.",3,Image,900000000000520007,['40357424'],['foundation metadata concept'],image,image,0.7607131196741522,0.7607131196741522,['SNOMED-CT'],imaging_studies_sop code
"patient imaging metadata., description of the sop code.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],imaging_studies_sop description
"patient imaging metadata., description of the sop code.",1,Imaging,363679005,['28321150'],['procedure'],imaging,imaging,0.8465941759338349,0.8465941759338349,['SNOMED-CT'],imaging_studies_sop description
"patient immunization data., the date the immunization was administered.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],immunizations_date
"patient immunization data., the date the immunization was administered.",1,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.9223342489235145,0.9223342489235145,['SNOMED-CT'],immunizations_date
"patient immunization data., the date the immunization was administered.",2,Date (attribute),410671006,['43039974'],['attribute'],date,date,0.25460594385106633,0.25460594385106633,['SNOMED-CT'],immunizations_date
"patient immunization data., the date the immunization was administered.",3,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.9433821681658263,0.9433821681658263,['SNOMED-CT'],immunizations_date
"patient immunization data., foreign key to the patient.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],immunizations_patient
"patient immunization data., foreign key to the patient.",1,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.5979243060014895,0.5979243060014895,['SNOMED-CT'],immunizations_patient
"patient immunization data., foreign key to the patient.",2,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],immunizations_patient
"patient immunization data., foreign key to the encounter where the immunization was administered.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],immunizations_encounter
"patient immunization data., foreign key to the encounter where the immunization was administered.",1,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.6851847016286505,0.6851847016286505,['SNOMED-CT'],immunizations_encounter
"patient immunization data., foreign key to the encounter where the immunization was administered.",2,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.7310094410887746,0.7310094410887746,['SNOMED-CT'],immunizations_encounter
"patient immunization data., immunization code from cvx.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],immunizations_code
"patient immunization data., immunization code from cvx.",1,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.9074632156431748,0.9074632156431748,['SNOMED-CT'],immunizations_code
"patient immunization data., immunization code from cvx.",2,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.8962229333071452,0.8962229333071452,['SNOMED-CT'],immunizations_code
"patient immunization data., description of the immunization.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],immunizations_description
"patient immunization data., description of the immunization.",1,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.8985964275991583,0.8985964275991583,['SNOMED-CT'],immunizations_description
"patient immunization data., description of the immunization.",2,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.9052043134056356,0.9052043134056356,['SNOMED-CT'],immunizations_description
"patient immunization data., the line item cost of the immunization.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],immunizations_cost
"patient immunization data., the line item cost of the immunization.",1,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.7705211000521692,0.7705211000521692,['SNOMED-CT'],immunizations_cost
"patient immunization data., the line item cost of the immunization.",3,Administration of vaccine to produce active immunity,33879002,['28321150'],['procedure'],immunization,immunization,0.780542887039124,0.780542887039124,['SNOMED-CT'],immunizations_cost
"patient medication data., the date the medication was prescribed.",0,Patient,116154003,['31601201'],['person'],patient,patient,1.0,1.0,['SNOMED-CT'],medications_start
